Company,TypeName,Ram,OpSys,Weight,Touchscreen,CpuCompany,ClockSpeed,Flash Storage,HDD,Hybrid,SSD,GPU,Ppi,Price
HP,Notebook,8,Windows,1.63,0,Intel,1.8,0.0,0.0,0.0,0.256,Nvidia,214.28571428571428,54931.68
Dell,Ultrabook,8,Windows,1.6,0,Intel,1.6,0.0,0.0,0.0,0.256,Intel,214.28571428571428,61218.72
Dell,2 in 1 Convertible,16,Windows,1.62,1,Intel,1.8,0.0,0.0,0.0,0.512,Intel,225.56390977443607,68145.12
Dell,Notebook,8,Linux,2.2,0,Intel,1.6,0.0,0.0,0.0,0.256,AMD,192.30769230769232,36089.208
Lenovo,2 in 1 Convertible,8,Windows,1.74,0,Intel,1.6,0.0,0.0,0.0,0.256,Intel,214.28571428571428,47898.72
Toshiba,Ultrabook,8,Windows,1.2,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,225.56390977443607,72620.64
HP,Notebook,8,Windows,2.1,0,Intel,1.6,0.0,1.0,0.0,0.0,Intel,192.30769230769232,42304.32
Dell,Gaming,16,Windows,4.42,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,130873.7952
Acer,Notebook,8,Windows,2.2,0,Intel,2.7,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,44328.96
Dell,Notebook,16,Windows,2.3,1,Intel,2.7,0.0,1.0,0.0,0.0,AMD,192.30769230769232,45768.0528
Asus,Notebook,8,Windows,2.0,0,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,40972.32
Asus,Notebook,8,Windows,2.69,0,Intel,2.5,0.0,0.5,0.0,0.256,Nvidia,173.41040462427745,47472.48
HP,Notebook,8,Windows,1.9,0,Intel,2.7,0.0,1.0,0.0,0.0,AMD,192.30769230769232,67612.31999999999
Asus,Notebook,4,Windows,2.37,0,Intel,2.4,0.0,1.0,0.0,0.0,Intel,136.7948717948718,21258.1872
HP,Notebook,4,Windows,2.1,0,AMD,1.5,0.0,0.5,0.0,0.0,AMD,136.7948717948718,17582.399999999998
Lenovo,Gaming,16,Windows,3.2,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,192.30769230769232,79866.72
Dell,Notebook,8,Windows,1.6,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,214.28571428571428,45767.52
Acer,2 in 1 Convertible,8,Windows,1.6,1,Intel,2.3,0.0,0.0,0.0,0.256,Intel,225.56390977443607,36709.92
Dell,Notebook,16,Linux,2.36,0,Intel,2.7,0.0,0.0,0.0,0.256,AMD,192.30769230769232,47898.72
Acer,Notebook,4,Linux,2.1,0,Intel,2.0,0.0,1.0,0.0,0.0,Intel,136.7948717948718,20779.2
Asus,Notebook,4,Windows,2.2,0,AMD,2.5,0.0,1.0,0.0,0.128,AMD,192.30769230769232,30636.0
Asus,Gaming,32,Windows,4.7,0,Intel,2.9,0.0,1.0,0.0,0.512,Nvidia,173.41040462427745,207259.2
Acer,Gaming,8,Windows,2.5,0,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,45074.88
Lenovo,Notebook,8,Windows,2.2,0,Intel,2.0,0.0,0.0,0.0,0.128,Intel,136.7948717948718,31381.92
Asus,Notebook,8,Windows,2.1,0,Intel,1.8,0.0,1.0,0.0,0.128,Nvidia,173.41040462427745,61005.6
Asus,Notebook,8,No,2.69,0,Intel,2.7,0.0,1.0,0.0,0.128,Nvidia,173.41040462427745,47365.92
Dell,Gaming,8,Windows,2.56,0,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,46833.12
Lenovo,2 in 1 Convertible,8,Windows,1.38,1,Intel,2.7,0.0,0.0,0.0,0.256,Intel,215.8273381294964,57489.12
Dell,Notebook,8,Windows,2.2,0,Intel,1.8,0.0,2.0,0.0,0.128,AMD,192.30769230769232,52480.8
HP,Notebook,8,Windows,2.04,1,Intel,2.5,0.0,1.0,0.0,0.0,Intel,136.7948717948718,29783.52
Asus,Gaming,16,Windows,3.6,0,Intel,2.9,0.0,0.0,0.0,0.256,Nvidia,173.41040462427745,159786.72
HP,Notebook,4,Windows,1.49,0,Intel,1.6,0.0,0.5,0.0,0.0,Intel,225.56390977443607,35964.0
Apple,Ultrabook,8,macOS,1.37,0,Intel,3.1,0.0,0.0,0.0,0.512,Intel,312.78195488721803,108691.2
Dell,2 in 1 Convertible,8,Windows,2.08,1,Intel,1.8,0.0,1.0,0.0,0.0,Intel,192.30769230769232,43636.32
Asus,Gaming,16,Windows,4.3,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,95850.72
Asus,Notebook,4,Windows,1.68,0,AMD,3.0,0.0,1.0,0.0,0.0,AMD,136.7948717948718,24988.32
Lenovo,2 in 1 Convertible,8,Windows,1.37,1,Intel,1.8,0.0,0.0,0.0,0.512,Intel,215.8273381294964,98514.72
Acer,Notebook,4,Windows,3.0,0,Intel,2.7,0.0,0.0,0.0,0.256,Nvidia,173.41040462427745,37402.56
Dell,Ultrabook,8,Windows,1.41,0,Intel,1.6,0.0,0.0,0.0,0.256,Intel,225.56390977443607,50562.72
HP,Notebook,8,Windows,1.91,0,AMD,2.5,0.0,0.0,0.0,0.128,AMD,136.7948717948718,23757.552
HP,Notebook,16,Windows,2.9,0,Intel,1.8,0.0,1.0,0.0,0.0,Nvidia,173.41040462427745,56423.52
MSI,Gaming,16,Windows,4.14,0,Intel,2.8,0.0,1.0,0.0,0.512,Nvidia,173.41040462427745,133146.72
Lenovo,2 in 1 Convertible,8,Windows,2.0,1,Intel,2.8,0.0,0.0,0.0,0.512,Nvidia,192.30769230769232,90522.72
Dell,Notebook,8,Windows,2.8,0,Intel,1.8,0.0,1.0,0.0,0.128,AMD,173.41040462427745,60845.76
Lenovo,Notebook,4,No,2.2,0,Intel,2.0,0.0,0.0,0.0,0.256,Intel,192.30769230769232,23656.32
HP,Notebook,4,Windows,2.1,0,Intel,1.6,0.0,0.5,0.0,0.0,Intel,192.30769230769232,38468.16
Dell,Notebook,4,Windows,2.18,0,Intel,2.5,0.0,1.0,0.0,0.0,Intel,192.30769230769232,35004.96
Dell,Notebook,8,Windows,2.24,0,Intel,2.5,0.0,1.0,0.0,0.0,AMD,192.30769230769232,30103.2
Dell,2 in 1 Convertible,8,Windows,2.67,1,Intel,1.6,0.0,0.0,0.0,0.256,Intel,192.30769230769232,42570.72
Asus,2 in 1 Convertible,8,Windows,1.1,1,Intel,1.8,0.0,0.0,0.0,1.024,Intel,225.56390977443607,79866.72
Lenovo,Notebook,4,No,2.2,0,Intel,2.5,0.0,1.0,0.0,0.0,Intel,192.30769230769232,24881.76
HP,Notebook,8,Windows,2.5,0,Intel,1.8,0.0,1.0,0.0,0.0,Nvidia,173.41040462427745,54239.04
Lenovo,Notebook,8,Windows,2.05,0,Intel,1.8,0.0,0.0,0.0,0.256,Intel,192.30769230769232,46886.4
Apple,Ultrabook,8,macOS,1.37,0,Intel,2.9,0.0,0.0,0.0,0.512,Intel,312.78195488721803,104370.192
Asus,Gaming,16,Windows,3.2,0,AMD,3.0,0.0,1.0,0.0,0.256,AMD,173.41040462427745,82530.72
Dell,Notebook,8,Linux,2.14,0,Intel,1.8,0.0,0.0,0.0,0.256,AMD,192.30769230769232,39164.5296
Lenovo,2 in 1 Convertible,16,Windows,1.36,1,Intel,2.6,0.0,0.0,0.0,0.512,Intel,285.7142857142857,133146.72
Toshiba,Notebook,8,Windows,2.2,0,Intel,2.5,0.0,0.5,0.0,0.0,Nvidia,136.7948717948718,43263.36
Dell,Notebook,12,Windows,2.3,0,Intel,2.7,0.0,1.0,0.0,0.0,Intel,136.7948717948718,37992.3696
Dell,Notebook,8,Linux,2.8,0,Intel,1.8,0.0,1.0,0.0,0.128,AMD,173.41040462427745,58554.72
Acer,Notebook,8,Windows,2.2,0,Intel,1.8,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,39693.6
Lenovo,Notebook,4,Windows,2.8,0,Intel,2.0,0.0,1.0,0.0,0.0,Intel,144.50867052023122,26053.92
Lenovo,Notebook,8,No,2.8,0,Intel,1.8,0.0,2.0,0.0,0.0,Nvidia,173.41040462427745,45234.72
Lenovo,Notebook,6,Windows,2.8,0,Intel,2.7,0.0,1.0,0.0,0.128,Nvidia,144.50867052023122,45767.52
Dell,Notebook,4,Linux,2.25,0,Intel,2.0,0.0,1.0,0.0,0.0,AMD,192.30769230769232,22803.84
Lenovo,Gaming,8,Windows,2.5,0,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,44169.12
Lenovo,Notebook,6,Windows,2.2,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,192.30769230769232,30849.12
Acer,Notebook,8,Windows,3.0,0,Intel,1.8,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,50669.28
Acer,Notebook,12,Windows,2.15,1,Intel,2.7,0.0,1.0,0.0,0.0,Intel,192.30769230769232,35111.52
Lenovo,Notebook,8,Windows,1.95,0,Intel,2.7,0.0,0.0,0.0,0.256,Intel,192.30769230769232,58448.16
Asus,Ultrabook,8,Windows,1.7,0,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,52054.56
Lenovo,Gaming,16,Windows,2.5,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,192.30769230769232,62817.12
Lenovo,Notebook,8,No,2.2,0,Intel,2.7,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,35112.0528
Acer,Notebook,2,Chrome,2.19,0,Intel,1.5,0.0,0.0,0.0,0.016,Intel,136.7948717948718,10602.72
Asus,Gaming,8,Windows,3.0,0,Intel,2.8,0.0,1.0,0.0,0.0,Nvidia,173.41040462427745,63243.36
HP,Notebook,8,Windows,2.54,0,Intel,2.0,0.0,1.0,0.0,0.0,Intel,144.50867052023122,26053.92
Dell,Notebook,8,Windows,2.0,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,97449.12
Lenovo,Notebook,8,Windows,2.05,0,Intel,1.6,0.0,0.0,0.0,0.256,Intel,192.30769230769232,39373.92
Lenovo,Gaming,8,Windows,3.2,0,Intel,2.8,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,69210.72
Acer,Notebook,8,Linux,2.5,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,52161.12
Dell,Workstation,16,Windows,3.42,0,Intel,2.9,0.0,0.0,0.0,0.256,Nvidia,173.41040462427745,153705.3408
Lenovo,Notebook,6,Windows,2.4,0,AMD,2.4,0.0,1.0,0.0,0.0,AMD,192.30769230769232,26586.72
Asus,Ultrabook,16,Windows,1.63,0,Intel,2.7,0.0,0.0,0.0,0.512,Nvidia,192.30769230769232,78215.04
Asus,Notebook,4,Windows,1.3,0,Intel,2.4,0.0,0.0,0.0,0.128,Intel,152.42857142857142,27119.52
Asus,Gaming,16,Windows,2.9,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,113060.16
Lenovo,Notebook,6,Windows,2.8,0,Intel,2.5,0.0,1.0,0.0,0.0,Nvidia,144.50867052023122,34578.72
Lenovo,Notebook,8,No,2.2,0,Intel,2.5,0.0,2.0,0.0,0.0,Nvidia,136.7948717948718,29250.72
Asus,Gaming,8,Windows,2.5,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,67399.2
Lenovo,Notebook,4,No,2.2,0,Intel,1.1,0.0,1.0,0.0,0.0,Intel,136.7948717948718,19180.2672
HP,2 in 1 Convertible,16,Windows,1.28,1,Intel,2.8,0.0,0.0,0.0,0.256,Intel,225.56390977443607,105228.0
Toshiba,Notebook,8,Windows,2.2,0,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,55571.04
Lenovo,Notebook,8,Windows,2.3,0,Intel,2.5,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,43636.32
HP,Notebook,4,Windows,1.86,0,Intel,2.0,0.0,1.0,0.0,0.0,Intel,192.30769230769232,24988.32
Lenovo,Notebook,8,Windows,1.1,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,225.56390977443607,53226.72
Dell,Ultrabook,16,Windows,1.21,1,Intel,1.8,0.0,0.0,0.0,1.0,Intel,451.12781954887214,133146.72
MSI,Gaming,16,Windows,2.8,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,192.30769230769232,111834.72
Acer,Notebook,8,Windows,2.23,0,AMD,2.2,0.0,0.0,0.0,0.256,AMD,192.30769230769232,24988.32
Asus,2 in 1 Convertible,2,Windows,1.1,1,Intel,1.1,0.032,0.0,0.0,0.0,Intel,183.9655172413793,14652.0
Dell,Notebook,8,Windows,2.33,0,Intel,1.6,0.0,1.0,0.0,0.128,AMD,192.30769230769232,44968.32
HP,2 in 1 Convertible,16,Windows,1.29,1,Intel,1.8,0.0,0.0,0.0,1.0,Intel,451.12781954887214,130482.72
Lenovo,Notebook,4,Chrome,1.45,0,Intel,1.6,0.016,0.0,0.0,0.0,Intel,160.45112781954887,24503.472
HP,Notebook,8,Windows,1.95,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,214.28571428571428,52214.4
Acer,Notebook,4,Windows,1.4,0,Intel,1.6,0.128,0.0,0.0,0.0,Intel,183.9655172413793,25840.8
HP,Notebook,8,Windows,1.48,0,Intel,2.7,0.0,0.0,0.0,0.256,Intel,214.28571428571428,68837.76
Lenovo,Notebook,4,Windows,2.79,0,Intel,2.5,0.0,1.0,0.0,0.0,Nvidia,144.50867052023122,31381.92
Asus,Notebook,8,Windows,2.0,0,Intel,2.7,0.0,0.0,0.0,0.256,Intel,214.28571428571428,58288.32
HP,Notebook,8,Windows,2.1,0,Intel,1.8,0.0,1.0,0.0,0.0,Intel,136.7948717948718,48058.56
Acer,Notebook,8,Windows,2.2,0,AMD,2.7,0.0,0.0,0.0,0.256,AMD,136.7948717948718,35111.52
Lenovo,Notebook,4,Windows,1.44,0,Intel,1.1,0.032,0.0,0.0,0.0,Intel,152.42857142857142,15557.76
Acer,Notebook,6,Windows,2.23,0,Intel,2.5,0.0,1.0,0.0,0.0,Intel,136.7948717948718,29250.72
Asus,Ultrabook,8,Windows,1.7,0,Intel,2.7,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,55938.672
HP,Ultrabook,8,Windows,1.26,0,Intel,2.7,0.0,0.0,0.0,0.256,Intel,240.0,71128.8
Dell,Notebook,32,Windows,2.06,1,Intel,2.8,0.0,0.0,0.0,1.0,Nvidia,384.61538461538464,140605.91999999998
MSI,Gaming,8,Windows,2.7,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,63882.72
Toshiba,Notebook,8,Windows,2.0,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,192.30769230769232,50243.04
Asus,Notebook,8,Windows,2.0,0,Intel,2.7,0.0,1.0,0.0,0.256,Intel,214.28571428571428,71075.52
Lenovo,Notebook,4,Windows,1.85,0,Intel,2.0,0.0,1.0,0.0,0.0,Intel,192.30769230769232,23922.72
Asus,Gaming,8,Windows,2.5,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,53226.72
HP,Notebook,8,Windows,1.48,0,Intel,2.6,0.0,0.0,0.0,0.256,Intel,214.28571428571428,67559.04
Dell,Ultrabook,8,Windows,1.9,0,Intel,1.6,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,55890.72
HP,Notebook,8,Windows,1.84,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,192.30769230769232,60952.32
Asus,Notebook,4,Linux,2.0,0,Intel,1.1,0.0,1.0,0.0,0.0,Intel,136.7948717948718,14651.4672
Dell,Notebook,8,Windows,2.0,0,Intel,1.6,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,60885.72
Dell,Notebook,4,Linux,2.2,0,Intel,1.6,0.0,0.5,0.0,0.0,Intel,136.7948717948718,14646.672
Lenovo,Notebook,12,Windows,2.2,0,AMD,3.6,0.0,2.0,0.0,0.0,AMD,192.30769230769232,47898.72
HP,Notebook,8,Windows,2.1,0,Intel,2.4,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,38148.48
Lenovo,2 in 1 Convertible,16,Windows,1.4,1,Intel,1.8,0.0,0.0,0.0,0.512,Intel,431.6546762589928,111834.72
Dell,Ultrabook,8,Windows,1.2,0,Intel,1.8,0.0,0.0,0.0,0.256,Intel,225.56390977443607,84129.12
Lenovo,Gaming,16,Windows,2.4,0,Intel,2.8,0.0,2.0,0.0,0.256,Nvidia,192.30769230769232,60153.12
HP,Notebook,2,Windows,1.44,0,Intel,1.6,0.032,0.0,0.0,0.0,Intel,152.42857142857142,14865.12
Dell,Ultrabook,16,Windows,1.88,0,Intel,1.9,0.0,0.0,0.0,0.768,Intel,192.30769230769232,85672.1088
Asus,2 in 1 Convertible,4,Windows,1.5,1,Intel,1.1,0.032,0.0,0.0,0.0,Intel,183.9655172413793,19980.0
Dell,Ultrabook,8,Windows,1.9,0,Intel,1.6,0.0,1.0,0.0,0.0,AMD,192.30769230769232,35324.64
Dell,Notebook,16,Windows,2.06,1,Intel,2.8,0.0,0.0,0.0,0.512,Nvidia,384.61538461538464,108020.9376
HP,Notebook,8,Windows,1.84,0,Intel,2.7,0.0,0.0,0.0,0.256,Intel,192.30769230769232,69477.12
MSI,Gaming,8,Windows,2.7,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,173.41040462427745,75071.52
HP,Workstation,8,Windows,2.6,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,92615.0256
Toshiba,Notebook,16,Windows,2.4,0,Intel,2.5,0.0,0.0,0.0,0.512,Nvidia,192.30769230769232,74751.84
Dell,Notebook,8,Windows,2.02,0,Intel,1.8,0.0,2.0,0.0,0.128,AMD,192.30769230769232,51729.55199999999
Lenovo,Notebook,4,No,2.2,0,Intel,1.1,0.0,1.0,0.0,0.0,Intel,136.7948717948718,17155.627200000003
Dell,Gaming,8,Windows,2.65,0,Intel,2.5,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,53226.72
Dell,Notebook,8,Windows,2.36,1,Intel,2.5,0.0,2.0,0.0,0.0,Intel,136.7948717948718,29696.6736
Dell,Notebook,8,Windows,1.36,0,Intel,2.6,0.0,0.0,0.0,0.256,Intel,214.28571428571428,76030.56
HP,Notebook,4,Windows,1.86,0,Intel,2.0,0.0,0.5,0.0,0.0,Intel,136.7948717948718,23389.92
Asus,Notebook,8,Windows,2.0,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,214.28571428571428,50349.6
Lenovo,Notebook,6,Windows,2.8,0,Intel,2.5,0.0,1.0,0.0,0.128,Nvidia,144.50867052023122,38308.32
HP,Notebook,8,Windows,1.86,0,Intel,2.5,0.0,1.0,0.0,0.0,Intel,192.30769230769232,34045.92
Lenovo,Notebook,8,No,2.2,0,Intel,2.0,0.0,0.0,0.0,0.256,Nvidia,136.7948717948718,26586.72
HP,Notebook,8,Windows,2.04,0,Intel,1.6,0.0,2.0,0.0,0.0,Intel,136.7948717948718,20725.92
Dell,Notebook,8,Windows,2.8,0,Intel,1.6,0.0,1.0,0.0,0.128,AMD,173.41040462427745,57808.8
Lenovo,Gaming,8,No,2.4,0,Intel,2.5,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,43103.52
Dell,Notebook,8,Windows,2.33,0,Intel,2.7,0.0,0.0,0.0,0.256,AMD,192.30769230769232,47898.72
HP,Ultrabook,8,Windows,1.36,0,Intel,2.7,0.0,0.0,0.0,0.256,Intel,214.28571428571428,93240.0
Asus,2 in 1 Convertible,12,Windows,2.26,1,Intel,2.7,0.0,2.0,0.0,0.512,Nvidia,192.30769230769232,58554.72
Acer,Notebook,4,Windows,2.1,0,AMD,3.0,0.0,0.0,0.0,0.128,AMD,136.7948717948718,22697.28
Asus,Gaming,16,Windows,3.25,0,AMD,3.0,0.0,1.0,0.0,0.256,AMD,173.41040462427745,117162.72
Lenovo,Notebook,4,Windows,2.6,0,AMD,2.2,0.0,0.0,0.0,0.128,AMD,144.50867052023122,26053.92
Dell,2 in 1 Convertible,8,Windows,1.62,1,Intel,1.8,0.0,0.0,0.0,0.256,Intel,225.56390977443607,46300.85279999999
HP,Notebook,4,Windows,1.91,0,AMD,3.0,0.0,0.0,0.0,0.256,AMD,192.30769230769232,26053.3872
Lenovo,Netbook,4,Windows,1.59,0,Intel,1.1,0.0,0.0,0.0,0.128,Intel,183.9655172413793,29463.84
Dell,Notebook,4,Windows,1.8,0,Intel,1.6,0.0,0.5,0.0,0.0,Intel,136.7948717948718,16463.52
Asus,Notebook,4,Windows,1.5,0,Intel,1.1,0.032,0.0,0.0,0.0,Intel,152.42857142857142,15238.08
Acer,Notebook,8,Linux,2.4,0,Intel,2.8,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,45074.88
HP,Gaming,8,Windows,3.35,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,173.41040462427745,63456.48
Lenovo,Notebook,4,No,1.85,0,Intel,2.0,0.0,0.0,0.0,0.128,Intel,192.30769230769232,21498.48
Asus,Gaming,8,Windows,2.3,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,88178.4
Lenovo,Notebook,8,Windows,1.5,0,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,214.28571428571428,58554.72
Asus,Ultrabook,16,Windows,1.1,1,Intel,2.7,0.0,0.0,0.0,0.512,Intel,225.56390977443607,93181.392
Lenovo,Ultrabook,8,Windows,1.13,0,Intel,2.7,0.0,0.0,0.0,0.512,Intel,285.7142857142857,121584.96
Lenovo,Notebook,4,Windows,1.5,0,Intel,2.4,0.0,0.0,0.0,0.128,Intel,225.56390977443607,29250.72
Dell,Workstation,8,Windows,2.23,0,Intel,2.6,0.0,0.5,0.0,0.0,AMD,192.30769230769232,72940.31999999999
Dell,Workstation,8,Windows,2.0,0,Intel,2.7,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,113752.8
Lenovo,2 in 1 Convertible,16,Windows,1.42,1,Intel,2.7,0.0,0.0,0.0,0.512,Intel,285.7142857142857,133679.52
Asus,Gaming,8,Windows,3.0,0,Intel,2.8,0.0,1.0,0.0,0.0,Nvidia,173.41040462427745,55357.92
Asus,Gaming,16,Windows,3.0,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,84768.48
Acer,Notebook,12,Windows,2.2,0,Intel,1.6,0.0,1.0,0.0,0.0,Nvidia,136.7948717948718,36975.7872
MSI,Gaming,8,Windows,2.7,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,173.41040462427745,71874.72
Dell,Notebook,8,Linux,2.33,0,Intel,2.7,0.0,0.0,0.0,0.256,AMD,192.30769230769232,41498.1936
HP,Ultrabook,4,Windows,1.91,0,AMD,3.0,0.0,0.0,0.0,0.256,AMD,192.30769230769232,26586.72
Lenovo,Notebook,8,Windows,2.1,0,Intel,1.8,0.0,0.0,0.0,0.256,AMD,192.30769230769232,65510.9568
Lenovo,Notebook,8,Windows,1.9,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,214.28571428571428,49976.64
Dell,Workstation,8,Windows,1.78,1,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,384.61538461538464,144495.36
Lenovo,Ultrabook,16,Windows,1.13,0,Intel,2.7,0.0,0.0,0.0,1.0,Intel,285.7142857142857,139860.0
Lenovo,Notebook,4,Windows,2.2,0,Intel,1.1,0.0,1.0,0.0,0.0,Intel,136.7948717948718,16303.68
Asus,Gaming,16,Windows,2.9,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,81465.12
Lenovo,Notebook,8,Windows,2.1,0,Intel,1.6,0.0,1.0,0.0,0.256,AMD,192.30769230769232,60978.96
Acer,Notebook,8,Linux,2.5,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,46833.12
MSI,Gaming,16,Windows,2.8,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,119826.72
Asus,Ultrabook,8,Windows,1.1,0,Intel,2.7,0.0,0.0,0.0,0.512,Intel,214.28571428571428,99793.44
Toshiba,Ultrabook,16,Windows,1.2,0,Intel,2.5,0.0,0.0,0.0,0.512,Intel,225.56390977443607,93080.16
Dell,Ultrabook,8,Windows,1.36,0,Intel,2.8,0.0,0.0,0.0,0.512,Intel,214.28571428571428,89510.4
Lenovo,Notebook,4,Windows,2.2,0,Intel,2.0,0.0,0.5,0.0,0.0,Intel,192.30769230769232,21791.52
Lenovo,Notebook,2,Windows,1.15,0,Intel,1.1,0.032,0.0,0.0,0.0,Intel,183.9655172413793,16221.096
Lenovo,Workstation,8,Windows,2.67,0,Intel,2.8,0.0,0.0,0.0,0.512,Nvidia,192.30769230769232,102564.0
Lenovo,Ultrabook,8,Windows,1.7,0,Intel,2.8,0.0,0.0,0.0,0.512,Nvidia,285.7142857142857,103523.04
HP,Notebook,4,Windows,2.1,0,Intel,2.0,0.0,1.0,0.0,0.0,AMD,192.30769230769232,24988.32
Acer,2 in 1 Convertible,8,Windows,1.6,1,Intel,2.5,0.0,0.0,0.0,0.256,Intel,225.56390977443607,42038.4528
Asus,2 in 1 Convertible,8,Windows,1.27,1,Intel,2.5,0.0,0.0,0.0,0.256,Intel,225.56390977443607,49443.84
Dell,Notebook,4,Linux,2.3,0,Intel,2.5,0.0,0.0,0.0,0.256,AMD,192.30769230769232,31909.392
Dell,Notebook,4,Windows,1.65,0,Intel,2.0,0.0,0.0,0.0,0.128,Intel,160.45112781954887,36709.92
HP,Ultrabook,8,Windows,1.43,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,214.28571428571428,79920.0
Dell,Notebook,8,Windows,2.14,0,Intel,2.5,0.0,1.0,0.0,0.0,Intel,136.7948717948718,28768.536
Lenovo,Ultrabook,8,Windows,1.75,0,Intel,1.8,0.0,0.0,0.0,0.256,AMD,214.28571428571428,64755.44640000001
Lenovo,2 in 1 Convertible,16,Windows,2.0,1,Intel,2.8,0.0,0.0,0.0,0.512,Nvidia,384.61538461538464,101178.72
Chuwi,Notebook,6,Windows,1.4,0,Intel,1.1,0.064,0.0,0.0,0.0,Intel,370.73170731707313,23922.72
HP,Notebook,8,Windows,2.31,0,Intel,2.9,0.0,0.0,0.0,0.256,Intel,192.30769230769232,76030.56
Asus,Notebook,8,Linux,2.3,0,Intel,2.4,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,31808.16
Dell,Gaming,16,Windows,4.42,0,Intel,2.9,0.0,1.0,0.0,0.256,Nvidia,231.21387283236993,149130.72
Dell,Gaming,8,Windows,2.62,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,61751.52
Dell,Notebook,8,Windows,2.02,0,Intel,1.8,0.0,2.0,0.0,0.256,AMD,192.30769230769232,60867.072
Dell,Ultrabook,8,Linux,1.6,0,Intel,2.8,0.0,0.0,0.0,0.256,Intel,214.28571428571428,58554.72
HP,Gaming,12,Windows,3.35,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,106506.72
Mediacom,2 in 1 Convertible,4,Windows,1.16,1,Intel,1.1,0.0,0.0,0.0,0.032,Intel,258.62068965517244,15930.72
Samsung,Netbook,4,Chrome,1.15,0,Intel,1.6,0.016,0.0,0.0,0.0,Intel,183.9655172413793,14332.32
Lenovo,Notebook,8,Windows,1.4,0,Intel,2.7,0.0,0.0,0.0,0.256,Intel,225.56390977443607,53812.8
Lenovo,Notebook,4,Windows,1.7,0,Intel,2.7,0.0,0.0,0.0,0.128,Intel,214.28571428571428,31914.72
Lenovo,Workstation,16,Windows,2.3,0,Intel,2.8,0.0,0.0,0.0,0.512,Nvidia,384.61538461538464,130269.6
